CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,08/02/2012,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,08/02/2012,03/27/2015,Cycle Inspection / Re-inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,08/02/2012,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,08/02/2012,03/27/2015,Cycle Inspection / Re-inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,07/03/2012,Violations were cited in the following area(s).,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,Critical,13,,,03/27/2015,Cycle Inspection / Initial Inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,07/03/2012,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,,,03/27/2015,Cycle Inspection / Initial Inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,07/03/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,,,03/27/2015,Cycle Inspection / Initial Inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,12/15/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,B,12/15/2011,03/27/2015,Cycle Inspection / Re-inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,12/15/2011,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,25,B,12/15/2011,03/27/2015,Cycle Inspection / Re-inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,12/15/2011,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,25,B,12/15/2011,03/27/2015,Cycle Inspection / Re-inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,12/15/2011,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,B,12/15/2011,03/27/2015,Cycle Inspection / Re-inspection
40356068,TOV KOSHER KITCHEN,QUEENS,97-22     ,63 ROAD                                           ,11374,7188967788,Jewish/Kosher,12/15/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,B,12/15/2011,03/27/2015,Cycle Inspection / Re-inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,11/15/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38,Z,11/15/2014,03/27/2015,Cycle Inspection / Re-inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,11/15/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,38,Z,11/15/2014,03/27/2015,Cycle Inspection / Re-inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,11/15/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,38,Z,11/15/2014,03/27/2015,Cycle Inspection / Re-inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,11/15/2014,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,03/27/2015,Smoke-Free Air Act / Re-inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,11/15/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,03/27/2015,Trans Fat / Re-inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,11/15/2014,Violations were cited in the following area(s).,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,,,03/27/2015,Administrative Miscellaneous / Re-inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,11/15/2014,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,03/27/2015,Administrative Miscellaneous / Re-inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,10/03/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19,,,03/27/2015,Cycle Inspection / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,10/03/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,,03/27/2015,Cycle Inspection / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,10/03/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,03/27/2015,Cycle Inspection / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,05/02/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,10,A,05/02/2014,03/27/2015,Cycle Inspection / Re-inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,05/02/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,05/02/2014,03/27/2015,Cycle Inspection / Re-inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,04/11/2014,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,50,,,03/27/2015,Cycle Inspection / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,04/11/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,50,,,03/27/2015,Cycle Inspection / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,04/11/2014,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,50,,,03/27/2015,Cycle Inspection / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,04/11/2014,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,50,,,03/27/2015,Cycle Inspection / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,04/11/2014,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,03/27/2015,Smoke-Free Air Act / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,04/11/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,03/27/2015,Trans Fat / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,04/11/2014,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,03/27/2015,Administrative Miscellaneous / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,03/02/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,03/02/2013,03/27/2015,Cycle Inspection / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,03/02/2013,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,7,A,03/02/2013,03/27/2015,Cycle Inspection / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,03/02/2013,No violations were recorded at the time of this inspection.,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,,,,03/27/2015,Administrative Miscellaneous / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,03/31/2012,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,03/27/2015,Trans Fat / Re-inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,02/10/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,02/10/2012,03/27/2015,Cycle Inspection / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,02/10/2012,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,02/10/2012,03/27/2015,Cycle Inspection / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,02/10/2012,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13,A,02/10/2012,03/27/2015,Cycle Inspection / Initial Inspection
40356151,BRUNOS ON THE BOULEVARD,QUEENS,8825      ,ASTORIA BOULEVARD                                                                                   ,11369,7183350505,American ,02/10/2012,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,03/27/2015,Trans Fat / Initial Inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,10/06/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,9,A,10/06/2014,03/27/2015,Cycle Inspection / Initial Inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,10/06/2014,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,9,A,10/06/2014,03/27/2015,Cycle Inspection / Initial Inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,05/20/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,05/20/2014,03/27/2015,Cycle Inspection / Re-inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,05/20/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,05/20/2014,03/27/2015,Cycle Inspection / Re-inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,05/20/2014,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,05/20/2014,03/27/2015,Cycle Inspection / Re-inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,04/24/2014,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,14,,,03/27/2015,Cycle Inspection / Initial Inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,04/24/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,14,,,03/27/2015,Cycle Inspection / Initial Inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,04/24/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,,,03/27/2015,Cycle Inspection / Initial Inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,04/04/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,04/04/2013,03/27/2015,Cycle Inspection / Initial Inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,04/04/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,04/04/2013,03/27/2015,Cycle Inspection / Initial Inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,04/04/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,04/04/2013,03/27/2015,Cycle Inspection / Initial Inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,01/24/2012,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,9,A,01/24/2012,03/27/2015,Cycle Inspection / Initial Inspection
40356442,KOSHER ISLAND,STATEN ISLAND,2206      ,VICTORY BOULEVARD                                 ,10314,7186985800,Jewish/Kosher,01/24/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,01/24/2012,03/27/2015,Cycle Inspection / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,05/29/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,10,A,05/29/2014,03/27/2015,Cycle Inspection / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,05/29/2014,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,10,A,05/29/2014,03/27/2015,Cycle Inspection / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,05/29/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,05/29/2014,03/27/2015,Cycle Inspection / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,01/14/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,01/14/2014,03/27/2015,Cycle Inspection / Re-inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,01/14/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,01/14/2014,03/27/2015,Cycle Inspection / Re-inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,01/14/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,01/14/2014,03/27/2015,Cycle Inspection / Re-inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,12/18/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29,,,03/27/2015,Cycle Inspection / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,12/18/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29,,,03/27/2015,Cycle Inspection / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,12/18/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,,,03/27/2015,Cycle Inspection / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,12/18/2013,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,29,,,03/27/2015,Cycle Inspection / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,12/18/2013,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,29,,,03/27/2015,Cycle Inspection / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,12/18/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,29,,,03/27/2015,Cycle Inspection / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,12/18/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,,,03/27/2015,Cycle Inspection / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,12/18/2013,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,03/27/2015,Trans Fat / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,12/18/2013,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,03/27/2015,Administrative Miscellaneous / Initial Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,10/26/2013,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,03/27/2015,Trans Fat / Compliance Inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,08/03/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,8,A,08/03/2013,03/27/2015,Cycle Inspection / Re-inspection
40356483,WILKEN'S FINE FOOD,BROOKLYN,7114,AVENUE U,11234,7184443838,Delicatessen,08/03/2013,Violations were cited in the following area(s).,16A,"A food containing artificial trans fat, with 0.5 grams or more of trans fat per serving, is being stored, distributed, held for service, used in preparation of a menu item, or served.",Not Critical,,,,03/27/2015,Trans Fat / Re-inspection
